donation_id,supporter_id,donation_type,donation_date,is_recurring,campaign_name,channel_source,currency_code,amount,estimated_value,impact_unit,notes,referral_post_id
298,49,InKind,2026-01-22,False,,Direct,,,659.78,items,Campaign support,
299,59,InKind,2025-10-02,False,,PartnerReferral,,,300.0,items,In support of safehouse operations,
300,53,Monetary,2023-12-17,False,Year-End Hope,Event,USD,41.28,41.28,colones,Recurring gift,
301,1,Time,2025-12-30,True,Year-End Hope,Event,,,2.2,hours,Community outreach support,
302,6,Monetary,2025-11-23,False,Year-End Hope,SocialMedia,USD,20.51,20.51,lempiras,In support of safehouse operations,200
303,8,Monetary,2024-07-14,True,Back to School,Event,USD,31.66,31.66,quetzales,Campaign support,
304,47,InKind,2025-10-03,False,,Event,,,300.0,items,Recurring gift,
305,24,Skills,2025-03-12,True,,Direct,,,20.46,hours,Recurring gift,
306,16,InKind,2023-09-18,False,,PartnerReferral,,,350.19,items,Monthly contribution,
307,48,Monetary,2024-06-30,True,Back to School,Direct,USD,8.21,8.21,córdobas,Community outreach support,
308,13,InKind,2026-01-01,False,,Direct,,,300.0,items,Monthly contribution,
309,44,InKind,2023-11-19,True,Year-End Hope,Direct,,,300.0,items,Event donation,
310,45,SocialMedia,2023-07-06,True,,SocialMedia,,,5.72,campaigns,Campaign support,480
311,31,Monetary,2025-09-23,True,,Campaign,USD,5.86,5.86,lempiras,Monthly contribution,
312,7,InKind,2024-11-29,True,,Campaign,,,300.0,items,Monthly contribution,
313,20,InKind,2023-12-16,True,Year-End Hope,Direct,,,308.93,items,Campaign support,
314,31,Monetary,2025-12-03,True,Year-End Hope,PartnerReferral,USD,9.26,9.26,córdobas,In support of safehouse operations,
315,22,InKind,2025-10-18,False,,Campaign,,,1082.01,items,Community outreach support,
316,26,Time,2024-07-22,True,Back to School,SocialMedia,,,22.26,hours,Campaign support,174
317,39,Time,2024-10-13,False,,SocialMedia,,,25.93,hours,Community outreach support,211
318,24,Monetary,2025-06-16,True,,PartnerReferral,USD,55.89,55.89,dollars,Recurring gift,
319,27,Monetary,2026-02-18,False,,Campaign,USD,7.17,7.17,colones,Campaign support,
320,54,InKind,2023-04-03,True,Summer of Safety,Event,,,506.71,items,Campaign support,
321,33,Monetary,2024-10-25,False,,Direct,USD,12.60,12.60,colones,Community outreach support,
322,18,InKind,2025-07-17,False,Back to School,Campaign,,,516.29,items,Event donation,
323,60,Monetary,2024-04-08,True,Summer of Safety,Event,USD,7.59,7.59,colones,Monthly contribution,
324,4,Monetary,2023-11-07,True,GivingTuesday,SocialMedia,USD,148.68,148.68,dollars,Monthly contribution,421
325,42,Time,2025-11-08,False,Year-End Hope,Direct,,,28.61,hours,Campaign support,
326,31,Monetary,2023-03-01,True,,Event,USD,15.13,15.13,córdobas,Community outreach support,
327,39,InKind,2023-07-13,False,Back to School,Direct,,,811.72,items,Campaign support,
328,25,Monetary,2024-01-27,True,,PartnerReferral,USD,14.15,14.15,colones,Monthly contribution,
329,26,Monetary,2024-06-22,True,,Campaign,USD,138.66,138.66,dollars,Campaign support,
330,47,Monetary,2024-03-17,False,,Campaign,USD,13.07,13.07,colones,In support of safehouse operations,
331,31,InKind,2023-10-03,True,,Event,,,531.11,items,Event donation,
332,17,Time,2025-03-15,False,,Direct,,,12.85,hours,Recurring gift,
333,54,Monetary,2023-05-29,True,Summer of Safety,PartnerReferral,USD,14.27,14.27,córdobas,Campaign support,
334,60,Monetary,2023-04-12,True,,Event,USD,16.50,16.50,colones,In support of safehouse operations,
335,31,Monetary,2023-03-20,True,,SocialMedia,USD,10.34,10.34,córdobas,Campaign support,511
336,6,Monetary,2023-05-05,False,Summer of Safety,SocialMedia,USD,7.05,7.05,lempiras,Recurring gift,530
337,38,InKind,2024-09-17,True,,Direct,,,471.54,items,Recurring gift,
338,10,Monetary,2025-02-07,False,,PartnerReferral,USD,45.0,45.0,dollars,Campaign support,
339,14,Time,2023-12-25,False,Year-End Hope,PartnerReferral,,,27.12,hours,Event donation,
340,41,Time,2025-01-23,False,,PartnerReferral,,,9.31,hours,Event donation,
341,8,Monetary,2023-03-22,True,,SocialMedia,USD,25.69,25.69,córdobas,In support of safehouse operations,431
342,3,InKind,2024-10-08,True,,Campaign,,,993.12,items,Monthly contribution,
343,18,Monetary,2023-05-08,False,Summer of Safety,SocialMedia,USD,7.47,7.47,córdobas,Monthly contribution,244
344,4,Monetary,2025-08-12,True,,Direct,USD,133.42,133.42,dollars,Monthly contribution,
345,7,Monetary,2025-11-24,True,GivingTuesday,Direct,USD,34.56,34.56,lempiras,Recurring gift,
346,9,Monetary,2024-09-27,False,,PartnerReferral,USD,288.78,288.78,dollars,Recurring gift,
347,46,Time,2025-07-05,False,,SocialMedia,,,13.89,hours,Monthly contribution,223
348,49,InKind,2025-07-14,False,,Campaign,,,988.59,items,Community outreach support,
349,48,InKind,2024-12-02,True,Year-End Hope,Campaign,,,452.59,items,Monthly contribution,
350,27,Monetary,2023-12-22,False,Year-End Hope,SocialMedia,USD,218.85,218.85,dollars,Campaign support,61
351,38,Monetary,2024-11-14,True,Year-End Hope,Campaign,USD,18.45,18.45,colones,Recurring gift,
352,45,Monetary,2023-04-09,True,Summer of Safety,PartnerReferral,USD,7.09,7.09,córdobas,Community outreach support,
353,1,Monetary,2023-12-20,True,,Direct,USD,473.07,473.07,dollars,Community outreach support,
354,18,SocialMedia,2025-04-20,False,Summer of Safety,PartnerReferral,,,11.56,campaigns,Event donation,
355,26,Skills,2025-11-20,True,GivingTuesday,SocialMedia,,,10.67,hours,In support of safehouse operations,200
356,38,InKind,2023-01-10,True,,Campaign,,,612.89,items,Community outreach support,
357,3,Monetary,2025-06-25,True,Back to School,PartnerReferral,USD,38.01,38.01,lempiras,Recurring gift,
358,52,Monetary,2023-06-02,True,Back to School,Campaign,USD,144.71,144.71,dollars,In support of safehouse operations,
359,20,Monetary,2025-04-26,True,,Event,USD,18.35,18.35,córdobas,In support of safehouse operations,
360,7,Skills,2023-01-27,True,,Campaign,,,9.67,hours,Monthly contribution,
361,59,Monetary,2023-03-08,False,,SocialMedia,USD,12.57,12.57,quetzales,Monthly contribution,482
362,3,Monetary,2024-12-08,True,Year-End Hope,Event,USD,105.34,105.34,dollars,Recurring gift,
363,52,Monetary,2024-09-17,True,,Campaign,USD,326.24,326.24,dollars,In support of safehouse operations,
364,46,Monetary,2025-09-02,False,,SocialMedia,USD,13.59,13.59,lempiras,In support of safehouse operations,216
365,52,SocialMedia,2023-05-18,True,,Direct,,,11.16,campaigns,In support of safehouse operations,
366,2,Monetary,2023-08-07,False,,Event,USD,164.71,164.71,dollars,In support of safehouse operations,
367,41,InKind,2023-06-08,False,Back to School,Campaign,,,300.82,items,Recurring gift,
368,20,Monetary,2023-03-30,True,,Campaign,USD,96.63,96.63,dollars,Event donation,
369,34,Monetary,2024-02-07,True,,Campaign,USD,193.79,193.79,dollars,Community outreach support,
370,55,Monetary,2025-06-16,False,Back to School,Direct,USD,45.58,45.58,colones,Recurring gift,
371,8,Monetary,2025-12-22,True,,Direct,USD,41.74,41.74,quetzales,Recurring gift,
372,54,Monetary,2024-06-22,True,,Campaign,USD,4.45,4.45,lempiras,Recurring gift,
373,58,SocialMedia,2023-11-02,False,GivingTuesday,Event,,,4.01,campaigns,Community outreach support,
374,2,Monetary,2023-03-08,False,,Direct,USD,45.69,45.69,lempiras,Campaign support,
375,43,Monetary,2024-01-02,False,,Campaign,USD,4.45,4.45,lempiras,Monthly contribution,
376,13,Monetary,2025-04-07,False,,Event,USD,13.09,13.09,córdobas,Campaign support,
377,3,Skills,2024-08-28,True,,Event,,,15.53,hours,Monthly contribution,
378,26,Monetary,2024-06-08,True,,SocialMedia,USD,204.59,204.59,dollars,Event donation,572
379,3,Monetary,2023-02-22,True,,Campaign,USD,4.45,4.45,lempiras,Monthly contribution,
380,5,Monetary,2024-12-13,False,Year-End Hope,Campaign,USD,251.93,251.93,dollars,Community outreach support,
381,8,Monetary,2023-07-14,True,Back to School,Event,USD,9.60,9.60,lempiras,Event donation,
382,42,Monetary,2024-11-25,False,Year-End Hope,Campaign,USD,13.52,13.52,quetzales,Campaign support,
383,50,Monetary,2025-07-08,False,,Campaign,USD,27.32,27.32,córdobas,Event donation,
384,29,Monetary,2025-10-08,False,,SocialMedia,USD,33.97,33.97,córdobas,Event donation,583
385,25,InKind,2023-06-02,True,,Direct,,,519.42,items,Community outreach support,
386,22,InKind,2026-02-11,False,,SocialMedia,,,642.58,items,Event donation,93
387,52,Monetary,2024-08-04,True,,PartnerReferral,USD,97.44,97.44,dollars,Monthly contribution,
388,41,InKind,2023-10-15,False,,Event,,,511.42,items,Recurring gift,
389,20,InKind,2023-11-05,True,GivingTuesday,Campaign,,,300.0,items,Community outreach support,
390,7,Monetary,2025-02-04,True,,Event,USD,6.60,6.60,colones,In support of safehouse operations,
391,35,SocialMedia,2025-03-19,False,,SocialMedia,,,2.5,campaigns,Monthly contribution,374
392,34,Time,2023-10-31,True,,PartnerReferral,,,39.4,hours,Campaign support,
393,10,InKind,2023-12-13,False,Year-End Hope,Event,,,300.0,items,Event donation,
394,32,Monetary,2025-11-18,False,,Campaign,USD,21.01,21.01,córdobas,Event donation,
395,22,Monetary,2025-10-27,False,,SocialMedia,USD,19.51,19.51,córdobas,Monthly contribution,83
396,33,Time,2023-07-25,False,Back to School,Direct,,,39.15,hours,Community outreach support,
397,27,InKind,2023-10-11,False,,Event,,,583.43,items,Community outreach support,
398,31,Monetary,2024-04-30,True,Summer of Safety,Event,USD,5.07,5.07,quetzales,Monthly contribution,
399,3,Monetary,2024-09-23,True,,Campaign,USD,17.32,17.32,lempiras,Monthly contribution,
400,26,Monetary,2026-01-20,True,,Campaign,USD,6.86,6.86,córdobas,In support of safehouse operations,
401,46,SocialMedia,2024-08-26,False,,PartnerReferral,,,3.63,campaigns,Monthly contribution,
402,35,InKind,2023-12-19,False,Year-End Hope,SocialMedia,,,382.94,items,Monthly contribution,627
403,31,Monetary,2025-07-04,True,Back to School,Event,USD,5.26,5.26,córdobas,Recurring gift,
404,60,Monetary,2025-05-29,True,Summer of Safety,Campaign,USD,15.23,15.23,colones,Recurring gift,
405,24,SocialMedia,2023-08-15,True,,Event,,,7.09,campaigns,Campaign support,
406,21,Time,2024-11-06,False,GivingTuesday,PartnerReferral,,,20.59,hours,Event donation,
407,58,Monetary,2024-01-17,False,,Campaign,USD,45.0,45.0,dollars,Monthly contribution,
408,57,Monetary,2023-12-05,False,,Campaign,USD,21.57,21.57,quetzales,Campaign support,
409,43,Monetary,2025-01-12,False,,SocialMedia,USD,12.73,12.73,colones,Monthly contribution,709
410,54,InKind,2023-08-18,True,,Campaign,,,478.06,items,Campaign support,
411,49,SocialMedia,2023-12-01,False,Year-End Hope,PartnerReferral,,,4.61,campaigns,Campaign support,
412,38,Time,2026-01-12,True,,Event,,,32.89,hours,Monthly contribution,
413,45,Monetary,2025-11-27,True,Year-End Hope,Direct,USD,8.48,8.48,córdobas,In support of safehouse operations,
414,4,InKind,2024-10-14,True,,SocialMedia,,,420.23,items,Community outreach support,211
415,26,SocialMedia,2026-01-13,True,,Campaign,,,10.8,campaigns,Recurring gift,
416,20,Monetary,2023-02-03,True,,Campaign,USD,20.27,20.27,córdobas,Campaign support,
417,19,Monetary,2023-01-13,False,,Direct,USD,6.32,6.32,quetzales,Event donation,
418,54,Monetary,2025-03-08,True,,Campaign,USD,346.42,346.42,dollars,Campaign support,
419,45,InKind,2024-10-29,True,,Campaign,,,677.83,items,Recurring gift,
420,49,InKind,2025-12-09,False,Year-End Hope,Event,,,300.0,items,Monthly contribution,
